id_archivo,url,nombre_archivo,tipo,origen,tamano_bytes,estatus,id_usuario,fecha_generacion,metadata
97,/pagares/centers/10,pagare_TENEXPAM.pdf,PDF,PAGARE_CENTER,,Generado,111113612004634,2026-04-20 21:16:13,[object Object]
98,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260421161218_433_centro_6_APASCO.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260421161218_433_centro_6_APASCO.pdf,RETIRO_AHORRO_GRUPAL,GARANTIA_ADICIONAL,140375,Generado,111113612603105,2026-04-21 16:12:19,[object Object]
99,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_individual/111113612004634_20260422181855_879.pdf,Prestamos/pagare_individual/111113612004634_20260422181855_879.pdf,PAGARE_INDIVIDUAL,PRESTAMOS,70495,Generado,111113612004634,2026-04-22 18:18:56,[object Object]
100,/pagares/loans/1732,pagare_prestamo_1732.pdf,PDF,PAGARE_LOAN,,Generado,111113612004634,2026-04-22 18:18:56,[object Object]
101,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_individual/111113612004634_20260422181933_437.pdf,Prestamos/pagare_individual/111113612004634_20260422181933_437.pdf,PAGARE_INDIVIDUAL,PRESTAMOS,70495,Generado,111113612004634,2026-04-22 18:19:33,[object Object]
102,/pagares/loans/1732,pagare_prestamo_1732.pdf,PDF,PAGARE_LOAN,,Generado,111113612004634,2026-04-22 18:19:33,[object Object]
103,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_individual/111113612004634_20260422184632_884.pdf,Prestamos/pagare_individual/111113612004634_20260422184632_884.pdf,PAGARE_INDIVIDUAL,PRESTAMOS,70525,Generado,111113612004634,2026-04-22 18:46:33,[object Object]
104,/pagares/loans/1733,pagare_prestamo_1733.pdf,PDF,PAGARE_LOAN,,Generado,111113612004634,2026-04-22 18:46:33,[object Object]
105,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_individual/111113612004634_20260422184703_542.pdf,Prestamos/pagare_individual/111113612004634_20260422184703_542.pdf,PAGARE_INDIVIDUAL,PRESTAMOS,70525,Generado,111113612004634,2026-04-22 18:47:04,[object Object]
106,/pagares/loans/1733,pagare_prestamo_1733.pdf,PDF,PAGARE_LOAN,,Generado,111113612004634,2026-04-22 18:47:04,[object Object]
107,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_individual/111113612004634_20260422190000_17.pdf,Prestamos/pagare_individual/111113612004634_20260422190000_17.pdf,PAGARE_INDIVIDUAL,PRESTAMOS,70353,Generado,111113612004634,2026-04-22 19:00:01,[object Object]
108,/pagares/loans/1734,pagare_prestamo_1734.pdf,PDF,PAGARE_LOAN,,Generado,111113612004634,2026-04-22 19:00:01,[object Object]
109,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_individual/111113612004634_20260422190018_675.pdf,Prestamos/pagare_individual/111113612004634_20260422190018_675.pdf,PAGARE_INDIVIDUAL,PRESTAMOS,70353,Generado,111113612004634,2026-04-22 19:00:18,[object Object]
110,/pagares/loans/1734,pagare_prestamo_1734.pdf,PDF,PAGARE_LOAN,,Generado,111113612004634,2026-04-22 19:00:18,[object Object]
111,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_individual/111113612004634_20260422191012_352.pdf,Prestamos/pagare_individual/111113612004634_20260422191012_352.pdf,PAGARE_INDIVIDUAL,PRESTAMOS,70386,Generado,111113612004634,2026-04-22 19:10:12,[object Object]
112,/pagares/loans/1735,pagare_prestamo_1735.pdf,PDF,PAGARE_LOAN,,Generado,111113612004634,2026-04-22 19:10:12,[object Object]
113,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260422193656_258.pdf,Prestamos/pagare_grupal/111113612004634_20260422193656_258.pdf,PAGARE_GRUPAL,PRESTAMOS,70200,Generado,111113612004634,2026-04-22 19:36:57,[object Object]
114,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260422195003_400.pdf,Prestamos/pagare_grupal/111113612004634_20260422195003_400.pdf,PAGARE_GRUPAL,PRESTAMOS,70201,Generado,111113612004634,2026-04-22 19:50:03,[object Object]
115,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260422203737_226.pdf,Prestamos/pagare_grupal/111113612004634_20260422203737_226.pdf,PAGARE_GRUPAL,PRESTAMOS,70232,Generado,111113612004634,2026-04-22 20:37:38,[object Object]
116,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260422205345_782.pdf,Prestamos/pagare_grupal/111113612004634_20260422205345_782.pdf,PAGARE_GRUPAL,PRESTAMOS,70234,Generado,111113612004634,2026-04-22 20:53:45,[object Object]
117,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260422214520_895.pdf,Prestamos/pagare_grupal/111113612004634_20260422214520_895.pdf,PAGARE_GRUPAL,PRESTAMOS,70244,Generado,111113612004634,2026-04-22 21:45:21,[object Object]
118,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260422220402_391.pdf,Prestamos/pagare_grupal/111113612004634_20260422220402_391.pdf,PAGARE_GRUPAL,PRESTAMOS,70243,Generado,111113612004634,2026-04-22 22:04:03,[object Object]
119,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260422235228_897_centro_22_TETICHE.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260422235228_897_centro_22_TETICHE.pdf,RETIRO_AHORRO_GRUPAL,GARANTIA_ADICIONAL,140376,Generado,111113612603105,2026-04-22 23:52:28,[object Object]
120,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260423183840_20.pdf,Prestamos/pagare_grupal/111113612004634_20260423183840_20.pdf,PAGARE_GRUPAL,PRESTAMOS,70360,Generado,111113612004634,2026-04-23 18:38:40,[object Object]
121,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260423185523_786.pdf,Prestamos/pagare_grupal/111113612004634_20260423185523_786.pdf,PAGARE_GRUPAL,PRESTAMOS,70215,Generado,111113612004634,2026-04-23 18:55:23,[object Object]
122,https://fooaxstorage.sfo3.digitaloceanspaces.com/expedientes/clientes/11112862419/estado_cuenta_11112862419_2026-04-23T18-57-31-689Z.json,expedientes/clientes/11112862419/estado_cuenta_11112862419_2026-04-23T18-57-31-689Z.json,JSON,ESTADO_CUENTA_CLIENTE,85839,Generado,111113612603105,2026-04-23 18:57:32,[object Object]
123,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260424204558_424.pdf,Prestamos/pagare_grupal/111113612004634_20260424204558_424.pdf,PAGARE_GRUPAL,PRESTAMOS,70239,Generado,111113612004634,2026-04-24 20:45:59,[object Object]
124,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260424205440_374.pdf,Prestamos/pagare_grupal/111113612004634_20260424205440_374.pdf,PAGARE_GRUPAL,PRESTAMOS,70419,Generado,111113612004634,2026-04-24 20:54:41,[object Object]
125,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260424210207_662.pdf,Prestamos/pagare_grupal/111113612004634_20260424210207_662.pdf,PAGARE_GRUPAL,PRESTAMOS,70256,Generado,111113612004634,2026-04-24 21:02:07,[object Object]
126,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260424211308_838.pdf,Prestamos/pagare_grupal/111113612004634_20260424211308_838.pdf,PAGARE_GRUPAL,PRESTAMOS,70238,Generado,111113612004634,2026-04-24 21:13:09,[object Object]
127,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260424212042_820.pdf,Prestamos/pagare_grupal/111113612004634_20260424212042_820.pdf,PAGARE_GRUPAL,PRESTAMOS,70184,Generado,111113612004634,2026-04-24 21:20:42,[object Object]
128,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260424212726_433.pdf,Prestamos/pagare_grupal/111113612004634_20260424212726_433.pdf,PAGARE_GRUPAL,PRESTAMOS,70233,Generado,111113612004634,2026-04-24 21:27:27,[object Object]
129,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260424223113_462.pdf,Prestamos/pagare_grupal/111113612004634_20260424223113_462.pdf,PAGARE_GRUPAL,PRESTAMOS,70252,Generado,111113612004634,2026-04-24 22:31:13,[object Object]
130,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260424225131_254.pdf,Prestamos/pagare_grupal/111113612004634_20260424225131_254.pdf,PAGARE_GRUPAL,PRESTAMOS,70275,Generado,111113612004634,2026-04-24 22:51:31,[object Object]
131,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260425153546_698.pdf,Prestamos/pagare_grupal/111113612004634_20260425153546_698.pdf,PAGARE_GRUPAL,PRESTAMOS,70270,Generado,111113612004634,2026-04-25 15:35:47,[object Object]
132,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260425153914_133_centro_2_SAN_MIGUEL.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260425153914_133_centro_2_SAN_MIGUEL.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140368,Generado,111113612603105,2026-04-25 15:39:14,[object Object]
133,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_individual/111113612603105_20260425161634_570.pdf,Garantia_Adicional/retiro_individual/111113612603105_20260425161634_570.pdf,RETIRO_GARANTIA_ADICIONAL_INDIVIDUAL,GARANTIA_ADICIONAL,140366,Generado,111113612603105,2026-04-25 16:16:34,[object Object]
134,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260425162845_903.pdf,Prestamos/pagare_grupal/111113612004634_20260425162845_903.pdf,PAGARE_GRUPAL,PRESTAMOS,70211,Generado,111113612004634,2026-04-25 16:28:46,[object Object]
135,https://fooaxstorage.sfo3.digitaloceanspaces.com/Creditos/pagare_centro/111113612004634_20260425163433_315.pdf,Creditos/pagare_centro/111113612004634_20260425163433_315.pdf,PAGARE_CENTRO,CREDITOS,73337,Generado,111113612004634,2026-04-25 16:34:34,[object Object]
136,/pagares/centers/54,pagare_BARCHIEL.pdf,PDF,PAGARE_CENTER,,Generado,111113612004634,2026-04-25 16:34:34,[object Object]
137,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_individual/111113612603105_20260425164707_5.pdf,Garantia_Adicional/retiro_individual/111113612603105_20260425164707_5.pdf,RETIRO_GARANTIA_ADICIONAL_INDIVIDUAL,GARANTIA_ADICIONAL,140365,Generado,111113612603105,2026-04-25 16:47:08,[object Object]
138,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260425170203_639.pdf,Prestamos/pagare_grupal/111113612004634_20260425170203_639.pdf,PAGARE_GRUPAL,PRESTAMOS,70246,Generado,111113612004634,2026-04-25 17:02:04,[object Object]
139,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260425171553_591.pdf,Prestamos/pagare_grupal/111113612004634_20260425171553_591.pdf,PAGARE_GRUPAL,PRESTAMOS,70230,Generado,111113612004634,2026-04-25 17:15:53,[object Object]
140,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_individual/111113612603105_20260425171933_347.pdf,Garantia_Adicional/retiro_individual/111113612603105_20260425171933_347.pdf,RETIRO_GARANTIA_ADICIONAL_INDIVIDUAL,GARANTIA_ADICIONAL,140367,Generado,111113612603105,2026-04-25 17:19:34,[object Object]
141,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260425172459_417.pdf,Prestamos/pagare_grupal/111113612004634_20260425172459_417.pdf,PAGARE_GRUPAL,PRESTAMOS,70187,Generado,111113612004634,2026-04-25 17:24:59,[object Object]
142,https://fooaxstorage.sfo3.digitaloceanspaces.com/Creditos/pagare_centro/111113612004634_20260425173552_336.pdf,Creditos/pagare_centro/111113612004634_20260425173552_336.pdf,PAGARE_CENTRO,CREDITOS,74549,Generado,111113612004634,2026-04-25 17:35:53,[object Object]
143,/pagares/centers/19,pagare_FERRERIA.pdf,PDF,PAGARE_CENTER,,Generado,111113612004634,2026-04-25 17:35:53,[object Object]
144,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260425174558_702_centro_10_TENEXPAM.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260425174558_702_centro_10_TENEXPAM.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140486,Generado,111113612603105,2026-04-25 17:45:58,[object Object]
145,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260425175613_493_centro_8_HIGA.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260425175613_493_centro_8_HIGA.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140434,Generado,111113612603105,2026-04-25 17:56:13,[object Object]
146,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260425180927_339_centro_32_VERINIEL.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260425180927_339_centro_32_VERINIEL.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140343,Generado,111113612603105,2026-04-25 18:09:27,[object Object]
147,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260425182313_378_centro_12_YESERAYE.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260425182313_378_centro_12_YESERAYE.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140349,Generado,111113612603105,2026-04-25 18:23:14,[object Object]
148,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260427160403_244_centro_24_LA_CONSENTIDA.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260427160403_244_centro_24_LA_CONSENTIDA.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,141013,Generado,111113612603105,2026-04-27 16:04:04,[object Object]
149,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260427163308_523_centro_33_24_DE_FEBRERO.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260427163308_523_centro_33_24_DE_FEBRERO.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140460,Generado,111113612603105,2026-04-27 16:33:08,[object Object]
150,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260427192852_688_centro_26_SAN_PABLO_HUITZO.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260427192852_688_centro_26_SAN_PABLO_HUITZO.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140536,Generado,111113612603105,2026-04-27 19:28:53,[object Object]
151,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260427194314_20_centro_14_PE_ITAS.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260427194314_20_centro_14_PE_ITAS.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140513,Generado,111113612603105,2026-04-27 19:43:14,[object Object]
152,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260427195108_734_centro_9_LA_JOYA.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260427195108_734_centro_9_LA_JOYA.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140531,Generado,111113612603105,2026-04-27 19:51:09,[object Object]
153,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260427203011_342_centro_38_TARA.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260427203011_342_centro_38_TARA.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140453,Generado,111113612603105,2026-04-27 20:30:12,[object Object]
154,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_individual/111113612004634_20260427215829_792.pdf,Prestamos/pagare_individual/111113612004634_20260427215829_792.pdf,PAGARE_INDIVIDUAL,PRESTAMOS,70527,Generado,111113612004634,2026-04-27 21:58:30,[object Object]
155,/pagares/loans/1761,pagare_prestamo_1761.pdf,PDF,PAGARE_LOAN,,Generado,111113612004634,2026-04-27 21:58:30,[object Object]
156,https://fooaxstorage.sfo3.digitaloceanspaces.com/Creditos/pagare_centro/111113612004634_20260428225302_306.pdf,Creditos/pagare_centro/111113612004634_20260428225302_306.pdf,PAGARE_CENTRO,CREDITOS,78779,Generado,111113612004634,2026-04-28 22:53:03,[object Object]
157,/pagares/centers/33,pagare_24_DE_FEBRERO.pdf,PDF,PAGARE_CENTER,,Generado,111113612004634,2026-04-28 22:53:03,[object Object]
158,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260429145252_314.pdf,Prestamos/pagare_grupal/111113612004634_20260429145252_314.pdf,PAGARE_GRUPAL,PRESTAMOS,70229,Generado,111113612004634,2026-04-29 14:52:53,[object Object]
159,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260429151952_871.pdf,Prestamos/pagare_grupal/111113612004634_20260429151952_871.pdf,PAGARE_GRUPAL,PRESTAMOS,70260,Generado,111113612004634,2026-04-29 15:19:52,[object Object]
160,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260429153021_760.pdf,Prestamos/pagare_grupal/111113612004634_20260429153021_760.pdf,PAGARE_GRUPAL,PRESTAMOS,70233,Generado,111113612004634,2026-04-29 15:30:22,[object Object]
161,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260429154039_68.pdf,Prestamos/pagare_grupal/111113612004634_20260429154039_68.pdf,PAGARE_GRUPAL,PRESTAMOS,70417,Generado,111113612004634,2026-04-29 15:40:40,[object Object]
162,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_individual/111113612004634_20260429181925_693.pdf,Prestamos/pagare_individual/111113612004634_20260429181925_693.pdf,PAGARE_INDIVIDUAL,PRESTAMOS,70369,Generado,111113612004634,2026-04-29 18:19:25,[object Object]
163,/pagares/loans/1768,pagare_prestamo_1768.pdf,PDF,PAGARE_LOAN,,Generado,111113612004634,2026-04-29 18:19:25,[object Object]
164,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_individual/111113612004634_20260429183002_431.pdf,Prestamos/pagare_individual/111113612004634_20260429183002_431.pdf,PAGARE_INDIVIDUAL,PRESTAMOS,70524,Generado,111113612004634,2026-04-29 18:30:02,[object Object]
165,/pagares/loans/1769,pagare_prestamo_1769.pdf,PDF,PAGARE_LOAN,,Generado,111113612004634,2026-04-29 18:30:02,[object Object]
166,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260429213458_383.pdf,Prestamos/pagare_grupal/111113612004634_20260429213458_383.pdf,PAGARE_GRUPAL,PRESTAMOS,70252,Generado,111113612004634,2026-04-29 21:34:58,[object Object]
167,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260429214452_483.pdf,Prestamos/pagare_grupal/111113612004634_20260429214452_483.pdf,PAGARE_GRUPAL,PRESTAMOS,70243,Generado,111113612004634,2026-04-29 21:44:53,[object Object]
168,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_individual/111113612004634_20260430175704_333.pdf,Prestamos/pagare_individual/111113612004634_20260430175704_333.pdf,PAGARE_INDIVIDUAL,PRESTAMOS,70354,Generado,111113612004634,2026-04-30 17:57:04,[object Object]
169,/pagares/loans/1772,pagare_prestamo_1772.pdf,PDF,PAGARE_LOAN,,Generado,111113612004634,2026-04-30 17:57:04,[object Object]
170,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260430180726_478.pdf,Prestamos/pagare_grupal/111113612004634_20260430180726_478.pdf,PAGARE_GRUPAL,PRESTAMOS,70264,Generado,111113612004634,2026-04-30 18:07:27,[object Object]
171,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260430181448_392.pdf,Prestamos/pagare_grupal/111113612004634_20260430181448_392.pdf,PAGARE_GRUPAL,PRESTAMOS,70215,Generado,111113612004634,2026-04-30 18:14:48,[object Object]
172,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260430182002_993.pdf,Prestamos/pagare_grupal/111113612004634_20260430182002_993.pdf,PAGARE_GRUPAL,PRESTAMOS,70221,Generado,111113612004634,2026-04-30 18:20:03,[object Object]
173,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260430183103_849.pdf,Prestamos/pagare_grupal/111113612004634_20260430183103_849.pdf,PAGARE_GRUPAL,PRESTAMOS,70239,Generado,111113612004634,2026-04-30 18:31:03,[object Object]
174,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260430183613_8.pdf,Prestamos/pagare_grupal/111113612004634_20260430183613_8.pdf,PAGARE_GRUPAL,PRESTAMOS,70381,Generado,111113612004634,2026-04-30 18:36:13,[object Object]
175,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260430184333_795.pdf,Prestamos/pagare_grupal/111113612004634_20260430184333_795.pdf,PAGARE_GRUPAL,PRESTAMOS,70241,Generado,111113612004634,2026-04-30 18:43:34,[object Object]
176,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260430185112_649.pdf,Prestamos/pagare_grupal/111113612004634_20260430185112_649.pdf,PAGARE_GRUPAL,PRESTAMOS,70245,Generado,111113612004634,2026-04-30 18:51:13,[object Object]
177,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260430190300_147.pdf,Prestamos/pagare_grupal/111113612004634_20260430190300_147.pdf,PAGARE_GRUPAL,PRESTAMOS,70412,Generado,111113612004634,2026-04-30 19:03:00,[object Object]
178,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260430215449_163.pdf,Prestamos/pagare_grupal/111113612004634_20260430215449_163.pdf,PAGARE_GRUPAL,PRESTAMOS,70225,Generado,111113612004634,2026-04-30 21:54:49,[object Object]
179,https://fooaxstorage.sfo3.digitaloceanspaces.com/Prestamos/pagare_grupal/111113612004634_20260430230802_455.pdf,Prestamos/pagare_grupal/111113612004634_20260430230802_455.pdf,PAGARE_GRUPAL,PRESTAMOS,70414,Generado,111113612004634,2026-04-30 23:08:03,[object Object]
180,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_individual/111113612603105_20260502182553_907.pdf,Garantia_Adicional/retiro_individual/111113612603105_20260502182553_907.pdf,RETIRO_GARANTIA_ADICIONAL_INDIVIDUAL,GARANTIA_ADICIONAL,140424,Generado,111113612603105,2026-05-02 18:25:54,[object Object]
181,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_individual/111113612603105_20260502183039_97.pdf,Garantia_Adicional/retiro_individual/111113612603105_20260502183039_97.pdf,RETIRO_GARANTIA_ADICIONAL_INDIVIDUAL,GARANTIA_ADICIONAL,140422,Generado,111113612603105,2026-05-02 18:30:40,[object Object]
182,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_individual/111113612603105_20260504165111_162.pdf,Garantia_Adicional/retiro_individual/111113612603105_20260504165111_162.pdf,RETIRO_GARANTIA_ADICIONAL_INDIVIDUAL,GARANTIA_ADICIONAL,140422,Generado,111113612603105,2026-05-04 16:51:11,[object Object]
183,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260504174905_939_centro_45_YA_MUGHNI.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260504174905_939_centro_45_YA_MUGHNI.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140640,Generado,111113612603105,2026-05-04 17:49:05,[object Object]
184,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_individual/111113612603105_20260504180032_575.pdf,Garantia_Adicional/retiro_individual/111113612603105_20260504180032_575.pdf,RETIRO_GARANTIA_ADICIONAL_INDIVIDUAL,GARANTIA_ADICIONAL,140422,Generado,111113612603105,2026-05-04 18:00:33,[object Object]
185,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260504182718_691_centro_3_MALAHIDAEL.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260504182718_691_centro_3_MALAHIDAEL.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140611,Generado,111113612603105,2026-05-04 18:27:19,[object Object]
186,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260504191914_807_centro_24_LA_CONSENTIDA.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260504191914_807_centro_24_LA_CONSENTIDA.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140666,Generado,111113612603105,2026-05-04 19:19:15,[object Object]
187,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260504201353_22_centro_44_ADNACHIEL.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260504201353_22_centro_44_ADNACHIEL.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140486,Generado,111113612603105,2026-05-04 20:13:53,[object Object]
188,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260504204604_661_centro_54_BARCHIEL.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260504204604_661_centro_54_BARCHIEL.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140528,Generado,111113612603105,2026-05-04 20:46:04,[object Object]
189,https://fooaxstorage.sfo3.digitaloceanspaces.com/Garantia_Adicional/retiro_grupal/111113612603105_20260504211650_57_centro_21_ESMERALDA.pdf,Garantia_Adicional/retiro_grupal/111113612603105_20260504211650_57_centro_21_ESMERALDA.pdf,RETIRO_GARANTIA_ADICIONAL_GRUPAL,GARANTIA_ADICIONAL,140610,Generado,111113612603105,2026-05-04 21:16:51,[object Object]
